Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Cotton(lint),2012,Kharif     ,Andhra Pradesh,2402000,5600000,968.7,362221600,744620,2.440454545
Cowpea(Lobia),2012,Kharif     ,Andhra Pradesh,5000,2000,968.7,754000,1550,0.4
Cowpea(Lobia),2012,Rabi       ,Andhra Pradesh,18000,17000,968.7,2714400,5580,1.0425
Dry chillies,2012,Kharif     ,Andhra Pradesh,160000,581000,968.7,24128000,49600,2.63
Dry chillies,2012,Rabi       ,Andhra Pradesh,44000,175000,968.7,6635200,13640,3.632142857
Ginger,2012,Kharif     ,Andhra Pradesh,702,2587,968.7,105861.6,217.62,6.5525
Ginger,2012,Rabi       ,Andhra Pradesh,1,8,968.7,150.8,0.31,8
Gram,2012,Rabi       ,Andhra Pradesh,681000,762000,968.7,102694800,211110,1.322
Groundnut,2012,Kharif     ,Andhra Pradesh,1059000,563000,968.7,159697200,328290,1.296
Groundnut,2012,Rabi       ,Andhra Pradesh,286000,549000,968.7,43128800,88660,2.015238095
Horse-gram,2012,Kharif     ,Andhra Pradesh,5000,3000,968.7,754000,1550,0.556666667
Horse-gram,2012,Rabi       ,Andhra Pradesh,27000,16000,968.7,4071600,8370,0.566666667
Jowar,2012,Kharif     ,Andhra Pradesh,103000,161000,968.7,15532400,31930,1.567272727
Jowar,2012,Rabi       ,Andhra Pradesh,184000,381000,968.7,27747200,57040,1.562857143
Linseed,2012,Kharif     ,Andhra Pradesh,422,203,968.7,63637.6,130.82,0.455
Maize,2012,Kharif     ,Andhra Pradesh,565000,2341000,968.7,85202000,175150,4.040952381
Maize,2012,Rabi       ,Andhra Pradesh,407000,2513000,968.7,61375600,126170,6.119545455
Mesta,2012,Kharif     ,Andhra Pradesh,15000,126000,968.7,2262000,4650,7.125
Moong(Green Gram),2012,Kharif     ,Andhra Pradesh,151000,107000,968.7,22770800,46810,0.554736842
Moong(Green Gram),2012,Rabi       ,Andhra Pradesh,127000,87000,968.7,19151600,39370,0.768666667
Niger seed,2012,Rabi       ,Andhra Pradesh,8273,5813,968.7,1247568.4,2564.63,0.63
Onion,2012,Kharif     ,Andhra Pradesh,25000,450000,968.7,3770000,7750,15.35285714
Onion,2012,Rabi       ,Andhra Pradesh,14000,386000,968.7,2111200,4340,25.34375
Other  Rabi pulses,2012,Rabi       ,Andhra Pradesh,6590,4021,968.7,993772,2042.9,0.983333333
Other Kharif pulses,2012,Kharif     ,Andhra Pradesh,2929,1923,968.7,441693.2,907.99,0.6075
Potato,2012,Kharif     ,Andhra Pradesh,267,4093,968.7,40263.6,82.77,16.335
Potato,2012,Rabi       ,Andhra Pradesh,934,14306,968.7,140847.2,289.54,17.176
Ragi,2012,Kharif     ,Andhra Pradesh,36000,38000,968.7,5428800,11160,1.207142857
Ragi,2012,Rabi       ,Andhra Pradesh,5000,6000,968.7,754000,1550,1.2
Rapeseed &Mustard,2012,Rabi       ,Andhra Pradesh,3522,1530,968.7,531117.6,1091.82,0.4525
Rice,2012,Kharif     ,Andhra Pradesh,2487000,7167000,968.7,375039600,770970,2.969545455
Rice,2012,Rabi       ,Andhra Pradesh,1141000,4344000,968.7,172062800,353710,3.243636364
Safflower,2012,Rabi       ,Andhra Pradesh,276,172,968.7,41620.8,85.56,1.256666667
Sesamum,2012,Kharif     ,Andhra Pradesh,25000,6000,968.7,3770000,7750,0.2
Sesamum,2012,Rabi       ,Andhra Pradesh,41000,15000,968.7,6182800,12710,0.283846154
Small millets,2012,Kharif     ,Andhra Pradesh,36000,35000,968.7,5428800,11160,1.283333333
Small millets,2012,Rabi       ,Andhra Pradesh,2000,1000,968.7,301600,620,0.5
Soyabean,2012,Kharif     ,Andhra Pradesh,1317,2393,968.7,198603.6,408.27,1.793333333
Soyabean,2012,Rabi       ,Andhra Pradesh,81,147,968.7,12214.8,25.11,1.816666667
Sugarcane,2012,Whole Year ,Andhra Pradesh,196000,15448000,968.7,29556800,60760,81.79941176
Sunflower,2012,Kharif     ,Andhra Pradesh,19000,14000,968.7,2865200,5890,0.763333333
Sunflower,2012,Rabi       ,Andhra Pradesh,123000,87000,968.7,18548400,38130,0.758333333
Sweet potato,2012,Kharif     ,Andhra Pradesh,131,1341,968.7,19754.8,40.61,10.002
Sweet potato,2012,Rabi       ,Andhra Pradesh,650,6257,968.7,98020,201.5,9.615454545
Tapioca,2012,Kharif     ,Andhra Pradesh,11619,213952,968.7,1752145.2,3601.89,18.414
Tobacco,2012,Kharif     ,Andhra Pradesh,18006,151392,968.7,2715304.8,5581.86,8.578461538
Tobacco,2012,Rabi       ,Andhra Pradesh,56,286,968.7,8444.8,17.36,5.255
Tobacco,2012,Whole Year ,Andhra Pradesh,134000,265000,968.7,20207200,41540,2.56
Urad,2012,Kharif     ,Andhra Pradesh,57000,51000,968.7,8595600,17670,0.830666667
Urad,2012,Rabi       ,Andhra Pradesh,387000,321000,968.7,58359600,119970,0.693333333
Wheat,2012,Rabi       ,Andhra Pradesh,8000,9000,968.7,1206400,2480,1.25
Arecanut,2013,Kharif     ,Andhra Pradesh,476,255,1062.3,68777.24,128.52,1.705
Arhar/Tur,2013,Kharif     ,Andhra Pradesh,182826,102954,1062.3,26416528.74,49363.02,0.696923077
Arhar/Tur,2013,Rabi       ,Andhra Pradesh,1298,1003,1062.3,187548.02,350.46,0.736
Bajra,2013,Kharif     ,Andhra Pradesh,46930,77599,1062.3,6780915.7,12671.1,1.621818182
Bajra,2013,Rabi       ,Andhra Pradesh,2297,4256,1062.3,331893.53,620.19,1.78
Banana,2013,Whole Year ,Andhra Pradesh,60626,1888161,1062.3,8759850.74,16369.02,31.62769231
Black pepper,2013,Kharif     ,Andhra Pradesh,4,3,1062.3,577.96,1.08,0.75
Cashewnut,2013,Kharif     ,Andhra Pradesh,120012,37820,1062.3,17340533.88,32403.24,0.3225
Castor seed,2013,Kharif     ,Andhra Pradesh,47592,24827,1062.3,6876568.08,12849.84,0.737777778
Castor seed,2013,Rabi       ,Andhra Pradesh,1291,956,1062.3,186536.59,348.57,0.74
Coconut ,2013,Whole Year ,Andhra Pradesh,99066,1610007000,1062.3,14314046.34,26747.82,13712.57308
Coriander,2013,Kharif     ,Andhra Pradesh,517,333,1062.3,74701.33,139.59,0.62
Coriander,2013,Rabi       ,Andhra Pradesh,7934,4685,1062.3,1146383.66,2142.18,0.668
Cotton(lint),2013,Kharif     ,Andhra Pradesh,671459,2175683,1062.3,97019110.91,181293.93,2.623846154
Cotton(lint),2013,Rabi       ,Andhra Pradesh,5155,12281,1062.3,744845.95,1391.85,2.531666667
Cowpea(Lobia),2013,Kharif     ,Andhra Pradesh,3720,1617,1062.3,537502.8,1004.4,0.45625
Cowpea(Lobia),2013,Rabi       ,Andhra Pradesh,8403,7244,1062.3,1214149.47,2268.81,0.787777778
Dry chillies,2013,Kharif     ,Andhra Pradesh,112924,521588,1062.3,16316388.76,30489.48,4.287272727
Dry chillies,2013,Rabi       ,Andhra Pradesh,18392,80405,1062.3,2657460.08,4965.84,3.246153846
Ginger,2013,Kharif     ,Andhra Pradesh,358,1369,1062.3,51727.42,96.66,5.35
Gram,2013,Rabi       ,Andhra Pradesh,472380,648031,1062.3,68254186.2,127542.6,1.639090909
Groundnut,2013,Kharif     ,Andhra Pradesh,1085991,680825,1062.3,156914839.6,293217.57,1.493076923
Groundnut,2013,Rabi       ,Andhra Pradesh,90386,200486,1062.3,13059873.14,24404.22,2.412307692
Horse-gram,2013,Kharif     ,Andhra Pradesh,8768,5120,1062.3,1266888.32,2367.36,0.58125
Horse-gram,2013,Rabi       ,Andhra Pradesh,19438,9743,1062.3,2808596.62,5248.26,0.4925
Jowar,2013,Kharif     ,Andhra Pradesh,32732,57193,1062.3,4729446.68,8837.64,1.718461538
Jowar,2013,Rabi       ,Andhra Pradesh,85513,208482,1062.3,12355773.37,23088.51,3.579090909
Linseed,2013,Kharif     ,Andhra Pradesh,473,228,1062.3,68343.77,127.71,0.455
Maize,2013,Kharif     ,Andhra Pradesh,109846,407657,1062.3,15871648.54,29658.42,3.460769231
Maize,2013,Rabi       ,Andhra Pradesh,242269,1805828,1062.3,35005447.81,65412.63,7.458461538
Mesta,2013,Kharif     ,Andhra Pradesh,9112,83557,1062.3,1316592.88,2460.24,9.203333333
Mesta,2013,Rabi       ,Andhra Pradesh,52,472,1062.3,7513.48,14.04,9.08
Moong(Green Gram),2013,Kharif     ,Andhra Pradesh,17490,8956,1062.3,2527130.1,4722.3,0.627692308
Moong(Green Gram),2013,Rabi       ,Andhra Pradesh,116216,72653,1062.3,16792049.84,31378.32,0.670769231
Niger seed,2013,Kharif     ,Andhra Pradesh,21,11,1062.3,3034.29,5.67,0.52
Niger seed,2013,Rabi       ,Andhra Pradesh,8789,4483,1062.3,1269922.61,2373.03,0.47
Onion,2013,Kharif     ,Andhra Pradesh,20959,394680,1062.3,3028365.91,5658.93,18.40181818
Onion,2013,Rabi       ,Andhra Pradesh,5326,117905,1062.3,769553.74,1438.02,19.63545455
Other Kharif pulses,2013,Kharif     ,Andhra Pradesh,3488,2369,1062.3,503981.12,941.76,0.5025
Potato,2013,Kharif     ,Andhra Pradesh,385,6710,1062.3,55628.65,103.95,16.03
Potato,2013,Rabi       ,Andhra Pradesh,1073,18530,1062.3,155037.77,289.71,15.024
Ragi,2013,Kharif     ,Andhra Pradesh,37021,36385,1062.3,5349164.29,9995.67,1.005454545
Ragi,2013,Rabi       ,Andhra Pradesh,4538,7056,1062.3,655695.62,1225.26,1.534444444
Rapeseed &Mustard,2013,Rabi       ,Andhra Pradesh,3295,2121,1062.3,476094.55,889.65,0.57
Rice,2013,Kharif     ,Andhra Pradesh,1705555,4356822,1062.3,246435642,460499.85,2.715384615
Rice,2013,Rabi       ,Andhra Pradesh,877885,3636603,1062.3,126845603.7,237028.95,3.408461538
Safflower,2013,Rabi       ,Andhra Pradesh,215,120,1062.3,31065.35,58.05,0.63
Sannhamp,2013,Whole Year ,Andhra Pradesh,4734,0,1062.3,684015.66,1278.18,0
Sesamum,2013,Kharif     ,Andhra Pradesh,28045,12589,1062.3,4052222.05,7572.15,0.409166667
Sesamum,2013,Rabi       ,Andhra Pradesh,33088,8625,1062.3,4780885.12,8933.76,0.245833333
Small millets,2013,Kharif     ,Andhra Pradesh,26620,19547,1062.3,3846323.8,7187.4,0.828888889
Small millets,2013,Rabi       ,Andhra Pradesh,878,934,1062.3,126862.22,237.06,0.9625
Soyabean,2013,Kharif     ,Andhra Pradesh,3025,4872,1062.3,437082.25,816.75,1.62
Soyabean,2013,Rabi       ,Andhra Pradesh,80,129,1062.3,11559.2,21.6,1.626666667
Sugarcane,2013,Whole Year ,Andhra Pradesh,152847,12008047,1062.3,22084863.03,41268.69,84.42615385
Sunflower,2013,Kharif     ,Andhra Pradesh,17828,14053,1062.3,2575967.72,4813.56,0.764285714
Sunflower,2013,Rabi       ,Andhra Pradesh,62122,53925,1062.3,8976007.78,16772.94,0.989230769
Sweet potato,2013,Kharif     ,Andhra Pradesh,170,1660,1062.3,24563.3,45.9,9.261666667
Sweet potato,2013,Rabi       ,Andhra Pradesh,616,6049,1062.3,89005.84,166.32,9.127777778
Tapioca,2013,Kharif     ,Andhra Pradesh,10588,194968,1062.3,1529860.12,2858.76,18.4125
Tapioca,2013,Rabi       ,Andhra Pradesh,20,368,1062.3,2889.8,5.4,18.4
Tobacco,2013,Kharif     ,Andhra Pradesh,22309,164772,1062.3,3223427.41,6023.43,6.22
Tobacco,2013,Rabi       ,Andhra Pradesh,138546,263122,1062.3,20018511.54,37407.42,4.162666667
Urad,2013,Kharif     ,Andhra Pradesh,14508,9901,1062.3,2096260.92,3917.16,0.724615385
Urad,2013,Rabi       ,Andhra Pradesh,250265,196803,1062.3,36160789.85,67571.55,0.759230769
Wheat,2013,Rabi       ,Andhra Pradesh,348,249,1062.3,50282.52,93.96,0.68
other oilseeds,2013,Kharif     ,Andhra Pradesh,106548,1263934,1062.3,15395120.52,28767.96,11.70230769
Arecanut,2014,Kharif     ,Andhra Pradesh,483,338,687.6,72913.68,159.39,1.775
Arhar/Tur,2014,Kharif     ,Andhra Pradesh,148980,74560,687.6,22490020.8,49163.4,0.634615385
Arhar/Tur,2014,Rabi       ,Andhra Pradesh,1564,1224,687.6,236101.44,516.12,0.727
Bajra,2014,Kharif     ,Andhra Pradesh,24755,31913,687.6,3737014.8,8169.15,1.560909091
Bajra,2014,Rabi       ,Andhra Pradesh,3423,6586,687.6,516736.08,1129.59,1.624285714
Banana,2014,Whole Year ,Andhra Pradesh,61607,1945126,687.6,9300192.72,20330.31,31.49384615
Cashewnut,2014,Kharif     ,Andhra Pradesh,113953,39834,687.6,17202344.88,37604.49,0.345833333
Castor seed,2014,Kharif     ,Andhra Pradesh,46122,26668,687.6,6962577.12,15220.26,0.72
Castor seed,2014,Rabi       ,Andhra Pradesh,1715,838,687.6,258896.4,565.95,0.598333333
Coconut ,2014,Whole Year ,Andhra Pradesh,99097,1447900000,687.6,14959683.12,32702.01,12941.33667
Coriander,2014,Kharif     ,Andhra Pradesh,164,85,687.6,24757.44,54.12,0.51
Coriander,2014,Rabi       ,Andhra Pradesh,40014,20699,687.6,6040513.44,13204.62,0.518333333
Cotton(lint),2014,Kharif     ,Andhra Pradesh,814855,2735370,687.6,123010510.8,268902.15,3.026153846
Cotton(lint),2014,Rabi       ,Andhra Pradesh,6222,15914,687.6,939273.12,2053.26,2.897142857
Cowpea(Lobia),2014,Kharif     ,Andhra Pradesh,4459,1865,687.6,673130.64,1471.47,0.4125
Cowpea(Lobia),2014,Rabi       ,Andhra Pradesh,9576,10735,687.6,1445592.96,3160.08,0.874444444
Dry chillies,2014,Kharif     ,Andhra Pradesh,109316,614517,687.6,16502343.36,36074.28,5.321
Dry chillies,2014,Rabi       ,Andhra Pradesh,25643,125104,687.6,3871067.28,8462.19,3.715384615
Ginger,2014,Kharif     ,Andhra Pradesh,391,1118,687.6,59025.36,129.03,3.0625
Ginger,2014,Rabi       ,Andhra Pradesh,36,103,687.6,5434.56,11.88,2.86
Gram,2014,Rabi       ,Andhra Pradesh,341766,390967,687.6,51592995.36,112782.78,1.636153846
Groundnut,2014,Kharif     ,Andhra Pradesh,803988,329520,687.6,121370028.5,265316.04,1.315384615
Groundnut,2014,Rabi       ,Andhra Pradesh,70102,163003,687.6,10582597.92,23133.66,2.782307692
Horse-gram,2014,Kharif     ,Andhra Pradesh,10529,4728,687.6,1589457.84,3474.57,0.37
Horse-gram,2014,Rabi       ,Andhra Pradesh,24562,10784,687.6,3707879.52,8105.46,0.434166667
Jowar,2014,Kharif     ,Andhra Pradesh,36926,54926,687.6,5574348.96,12185.58,1.390833333
Jowar,2014,Rabi       ,Andhra Pradesh,104535,289549,687.6,15780603.6,34496.55,2.975454545
Linseed,2014,Kharif     ,Andhra Pradesh,361,174,687.6,54496.56,119.13,0.48
Maize,2014,Kharif     ,Andhra Pradesh,99863,328758,687.6,15075318.48,32954.79,3.446923077
Maize,2014,Rabi       ,Andhra Pradesh,203463,1609315,687.6,30714774.48,67142.79,7.481538462
Mesta,2014,Kharif     ,Andhra Pradesh,6637,47061,687.6,1001921.52,2190.21,7.143333333
Mesta,2014,Rabi       ,Andhra Pradesh,52,355,687.6,7849.92,17.16,6.83
Moong(Green Gram),2014,Kharif     ,Andhra Pradesh,11408,10461,687.6,1722151.68,3764.64,0.807692308
Moong(Green Gram),2014,Rabi       ,Andhra Pradesh,160036,131294,687.6,24159034.56,52811.88,0.767692308
Niger seed,2014,Rabi       ,Andhra Pradesh,7378,2376,687.6,1113782.88,2434.74,0.41
Onion,2014,Kharif     ,Andhra Pradesh,29445,540640,687.6,4445017.2,9716.85,17.84545455
Onion,2014,Rabi       ,Andhra Pradesh,3983,85150,687.6,601273.68,1314.39,19.12090909
Other  Rabi pulses,2014,Rabi       ,Andhra Pradesh,10376,11779,687.6,1566360.96,3424.08,1.1525
Other Kharif pulses,2014,Kharif     ,Andhra Pradesh,3206,3270,687.6,483977.76,1057.98,0.442
Potato,2014,Kharif     ,Andhra Pradesh,351,6055,687.6,52986.96,115.83,17.6225
Potato,2014,Rabi       ,Andhra Pradesh,1034,17881,687.6,156092.64,341.22,17.564
Ragi,2014,Kharif     ,Andhra Pradesh,28742,27354,687.6,4338892.32,9484.86,1.024444444
Ragi,2014,Rabi       ,Andhra Pradesh,4698,7046,687.6,709210.08,1550.34,1.511
Rapeseed &Mustard,2014,Rabi       ,Andhra Pradesh,5711,3203,687.6,862132.56,1884.63,0.418
Rice,2014,Kharif     ,Andhra Pradesh,1634921,5097447,687.6,246807674.2,539523.93,3.184615385
Rice,2014,Rabi       ,Andhra Pradesh,759034,3358137,687.6,114583772.6,250481.22,3.541538462
Safflower,2014,Kharif     ,Andhra Pradesh,85,37,687.6,12831.6,28.05,0.44
Safflower,2014,Rabi       ,Andhra Pradesh,681,211,687.6,102803.76,224.73,0.34
Sesamum,2014,Kharif     ,Andhra Pradesh,21057,5737,687.6,3178764.72,6948.81,0.2475
Sesamum,2014,Rabi       ,Andhra Pradesh,63696,22084,687.6,9615548.16,21019.68,0.319166667
Small millets,2014,Kharif     ,Andhra Pradesh,18204,12691,687.6,2748075.84,6007.32,0.722222222
Small millets,2014,Rabi       ,Andhra Pradesh,1883,1887,687.6,284257.68,621.39,0.93
Soyabean,2014,Kharif     ,Andhra Pradesh,730,1669,687.6,110200.8,240.9,1.956
Soyabean,2014,Rabi       ,Andhra Pradesh,190,293,687.6,28682.4,62.7,1.615
Sugarcane,2014,Whole Year ,Andhra Pradesh,139226,10002941,687.6,21017556.96,45944.58,81.93615385
Sunflower,2014,Kharif     ,Andhra Pradesh,11028,5949,687.6,1664786.88,3639.24,0.811428571
Sunflower,2014,Rabi       ,Andhra Pradesh,39011,34218,687.6,5889100.56,12873.63,0.924615385
Sweet potato,2014,Kharif     ,Andhra Pradesh,103,1146,687.6,15548.88,33.99,10.885
Sweet potato,2014,Rabi       ,Andhra Pradesh,674,7428,687.6,101747.04,222.42,10.783
Tapioca,2014,Kharif     ,Andhra Pradesh,10736,210558,687.6,1620706.56,3542.88,18.75
Tapioca,2014,Rabi       ,Andhra Pradesh,49,0,687.6,7397.04,16.17,0
Tobacco,2014,Kharif     ,Andhra Pradesh,19733,152700,687.6,2978893.68,6511.89,6.8325
Tobacco,2014,Rabi       ,Andhra Pradesh,136306,348342,687.6,20576753.76,44980.98,3.428571429
Urad,2014,Kharif     ,Andhra Pradesh,19424,20949,687.6,2932247.04,6409.92,1.113076923
Urad,2014,Rabi       ,Andhra Pradesh,296414,277700,687.6,44746657.44,97816.62,0.948461538
Wheat,2014,Rabi       ,Andhra Pradesh,320,256,687.6,48307.2,105.6,1.02
other oilseeds,2014,Kharif     ,Andhra Pradesh,60992,1307544,687.6,9207352.32,20127.36,16.19272727
Arecanut,2015,Kharif     ,Andhra Pradesh,516,1795,940.7,81481.56,170.28,3.32
Arhar/Tur,2015,Kharif     ,Andhra Pradesh,215323,128654,940.7,34001654.93,71056.59,0.579230769
Arhar/Tur,2015,Rabi       ,Andhra Pradesh,4995,3472,940.7,788760.45,1648.35,0.643
Bajra,2015,Kharif     ,Andhra Pradesh,33319,58890,940.7,5261403.29,10995.27,1.908181818
Bajra,2015,Rabi       ,Andhra Pradesh,3421,6133,940.7,540210.11,1128.93,1.978333333
Banana,2015,Whole Year ,Andhra Pradesh,59428,2322913,940.7,9384275.48,19611.24,39.59461538
Cashewnut,2015,Kharif     ,Andhra Pradesh,109823,40835,940.7,17342149.93,36241.59,0.379166667
Castor seed,2015,Kharif     ,Andhra Pradesh,48940,27592,940.7,7728115.4,16150.2,0.81125
Castor seed,2015,Rabi       ,Andhra Pradesh,1785,1226,940.7,281869.35,589.05,0.836
Coconut ,2015,Whole Year ,Andhra Pradesh,103948,1427745000,940.7,16414428.68,34302.84,12616.92333
Coriander,2015,Kharif     ,Andhra Pradesh,36,13,940.7,5684.76,11.88,0.396666667
Coriander,2015,Rabi       ,Andhra Pradesh,25302,10385,940.7,3995438.82,8349.66,0.4425
Cotton(lint),2015,Kharif     ,Andhra Pradesh,662671,1810621,940.7,104642377.6,218681.43,2.519230769
Cotton(lint),2015,Rabi       ,Andhra Pradesh,3394,6662,940.7,535946.54,1120.02,2.23
Cowpea(Lobia),2015,Kharif     ,Andhra Pradesh,11043,9696,940.7,1743800.13,3644.19,0.77125
Cowpea(Lobia),2015,Rabi       ,Andhra Pradesh,8003,6569,940.7,1263753.73,2640.99,0.513
Dry chillies,2015,Kharif     ,Andhra Pradesh,131693,516347,940.7,20795641.63,43458.69,3.815454545
Dry chillies,2015,Rabi       ,Andhra Pradesh,24362,102073,940.7,3847003.42,8039.46,3.588461538
Ginger,2015,Kharif     ,Andhra Pradesh,362,955,940.7,57163.42,119.46,2.802
Ginger,2015,Rabi       ,Andhra Pradesh,1,3,940.7,157.91,0.33,3
Gram,2015,Kharif     ,Andhra Pradesh,2,2,940.7,315.82,0.66,1
Gram,2015,Rabi       ,Andhra Pradesh,471129,499784,940.7,74395980.39,155472.57,1.478333333
Groundnut,2015,Kharif     ,Andhra Pradesh,682130,597783,940.7,107715148.3,225102.9,1.811538462
Groundnut,2015,Rabi       ,Andhra Pradesh,92588,202773,940.7,14620571.08,30554.04,2.593076923
Horse-gram,2015,Kharif     ,Andhra Pradesh,35190,10511,940.7,5556852.9,11612.7,0.363333333
Horse-gram,2015,Rabi       ,Andhra Pradesh,22577,11421,940.7,3565134.07,7450.41,0.5475
Jowar,2015,Kharif     ,Andhra Pradesh,44394,49280,940.7,7010256.54,14650.02,1.124166667
Jowar,2015,Rabi       ,Andhra Pradesh,130217,308430,940.7,20562566.47,42971.61,2.749090909
Linseed,2015,Kharif     ,Andhra Pradesh,259,125,940.7,40898.69,85.47,0.64
Maize,2015,Kharif     ,Andhra Pradesh,75017,276205,940.7,11845934.47,24755.61,3.876923077
Maize,2015,Rabi       ,Andhra Pradesh,157628,1135482,940.7,24891037.48,52017.24,5.915384615
Mesta,2015,Kharif     ,Andhra Pradesh,5355,44366,940.7,845608.05,1767.15,8.23
Mesta,2015,Rabi       ,Andhra Pradesh,15,140,940.7,2368.65,4.95,9.33
Moong(Green Gram),2015,Kharif     ,Andhra Pradesh,51600,18197,940.7,8148156,17028,0.550769231
Moong(Green Gram),2015,Rabi       ,Andhra Pradesh,159540,118722,940.7,25192961.4,52648.2,0.734615385
Niger seed,2015,Rabi       ,Andhra Pradesh,6685,2578,940.7,1055628.35,2206.05,0.445
Oilseeds total,2015,Kharif     ,Andhra Pradesh,849779,1945561,940.7,134188601.9,280427.07,5.453076923
Onion,2015,Kharif     ,Andhra Pradesh,33867,573224,940.7,5347937.97,11176.11,16.65909091
Onion,2015,Rabi       ,Andhra Pradesh,7375,122524,940.7,1164586.25,2433.75,14.99583333
Potato,2015,Kharif     ,Andhra Pradesh,574,7851,940.7,90640.34,189.42,7.96
Potato,2015,Rabi       ,Andhra Pradesh,1472,17105,940.7,232443.52,485.76,8.875
Ragi,2015,Kharif     ,Andhra Pradesh,26603,25402,940.7,4200879.73,8778.99,1.123333333
Ragi,2015,Rabi       ,Andhra Pradesh,4569,8572,940.7,721490.79,1507.77,1.757777778
Rapeseed &Mustard,2015,Kharif     ,Andhra Pradesh,10,7,940.7,1579.1,3.3,0.7
Rapeseed &Mustard,2015,Rabi       ,Andhra Pradesh,1426,764,940.7,225179.66,470.58,0.3975
Rice,2015,Kharif     ,Andhra Pradesh,1398884,4115558,940.7,220897772.4,461631.72,3.091538462
Rice,2015,Rabi       ,Andhra Pradesh,761911,3402713,940.7,120313366,251430.63,3.671538462
Safflower,2015,Rabi       ,Andhra Pradesh,304,212,940.7,48004.64,100.32,0.713333333
Sesamum,2015,Kharif     ,Andhra Pradesh,28065,5129,940.7,4431744.15,9261.45,0.2975
Sesamum,2015,Rabi       ,Andhra Pradesh,25066,9114,940.7,3958172.06,8271.78,0.37
Small millets,2015,Kharif     ,Andhra Pradesh,46696,42556,940.7,7373765.36,15409.68,0.703333333
Small millets,2015,Rabi       ,Andhra Pradesh,3930,4271,940.7,620586.3,1296.9,0.986
Soyabean,2015,Kharif     ,Andhra Pradesh,1210,1786,940.7,191071.1,399.3,1.45
Soyabean,2015,Rabi       ,Andhra Pradesh,66,107,940.7,10422.06,21.78,1.62
Sugarcane,2015,Whole Year ,Andhra Pradesh,121685,9353418,940.7,19215278.35,40156.05,85.06461538
Sunflower,2015,Kharif     ,Andhra Pradesh,6568,5165,940.7,1037152.88,2167.44,0.965
Sunflower,2015,Rabi       ,Andhra Pradesh,19725,18004,940.7,3114774.75,6509.25,0.9525
Sweet potato,2015,Kharif     ,Andhra Pradesh,135,1310,940.7,21317.85,44.55,11.0375
Sweet potato,2015,Rabi       ,Andhra Pradesh,457,5575,940.7,72164.87,150.81,11.82090909
Tapioca,2015,Kharif     ,Andhra Pradesh,8572,111270,940.7,1353604.52,2828.76,14.00333333
Tapioca,2015,Rabi       ,Andhra Pradesh,61,763,940.7,9632.51,20.13,11.06
Tobacco,2015,Kharif     ,Andhra Pradesh,19100,128256,940.7,3016081,6303,5.955263158
Tobacco,2015,Rabi       ,Andhra Pradesh,95687,214375,940.7,15109934.17,31576.71,3.359230769
Urad,2015,Kharif     ,Andhra Pradesh,44016,30921,940.7,6950566.56,14525.28,0.786153846
Urad,2015,Rabi       ,Andhra Pradesh,411586,379722,940.7,64993545.26,135823.38,0.8
Wheat,2015,Rabi       ,Andhra Pradesh,164,115,940.7,25897.24,54.12,0.696666667
Arecanut,2016,Kharif     ,Andhra Pradesh,564,2367,890,86433,197.4,3.9125
Arhar/Tur,2016,Kharif     ,Andhra Pradesh,342883,129160,890,52546819.75,120009.05,0.493076923
Arhar/Tur,2016,Rabi       ,Andhra Pradesh,6555,3818,890,1004553.75,2294.25,0.481818182
Bajra,2016,Kharif     ,Andhra Pradesh,38762,67598,890,5940276.5,13566.7,1.744545455
Bajra,2016,Rabi       ,Andhra Pradesh,3124,4355,890,478753,1093.4,1.827142857
Banana,2016,Whole Year ,Andhra Pradesh,55743,2303705,890,8542614.75,19510.05,41.42769231
Cashewnut,2016,Kharif     ,Andhra Pradesh,111894,48288,890,17147755.5,39162.9,0.445833333
Castor seed,2016,Kharif     ,Andhra Pradesh,32292,15195,890,4948749,11302.2,0.511111111
Castor seed,2016,Rabi       ,Andhra Pradesh,527,274,890,80762.75,184.45,0.52
Coconut ,2016,Whole Year ,Andhra Pradesh,102548,1415300000,890,15715481,35891.8,13934.1225
Coriander,2016,Kharif     ,Andhra Pradesh,8,1,890,1226,2.8,0.13
Coriander,2016,Rabi       ,Andhra Pradesh,4295,2368,890,658208.75,1503.25,0.536666667
Cotton(lint),2016,Kharif     ,Andhra Pradesh,463437,1544526,890,71021720.25,162202.95,2.633076923
Cotton(lint),2016,Rabi       ,Andhra Pradesh,8092,19547,890,1240099,2832.2,2.201428571
Cowpea(Lobia),2016,Kharif     ,Andhra Pradesh,3780,1966,890,579285,1323,0.491428571
Cowpea(Lobia),2016,Rabi       ,Andhra Pradesh,5039,3379,890,772226.75,1763.65,0.585
Dry chillies,2016,Kharif     ,Andhra Pradesh,169242,866649,890,25936336.5,59234.7,4.829090909
Dry chillies,2016,Rabi       ,Andhra Pradesh,40105,164689,890,6146091.25,14036.75,3.75
Ginger,2016,Kharif     ,Andhra Pradesh,285,752,890,43676.25,99.75,2.288
Ginger,2016,Rabi       ,Andhra Pradesh,4,11,890,613,1.4,2.75
Gram,2016,Kharif     ,Andhra Pradesh,5,2,890,766.25,1.75,0.4
Gram,2016,Rabi       ,Andhra Pradesh,397083,381035,890,60852969.75,138979.05,1.21
Groundnut,2016,Kharif     ,Andhra Pradesh,933233,390732,890,143017957.3,326631.55,1.705384615
